test_ids,Category,Sub_category
2015_7_8406_1001,1,19
2015_7_8408_1001,4,17
2015_7_841_1001,1,19
2015_7_8411_1001,1,19
2015_7_8412_1001,3,18
2015_7_8413_1001,2,15
2015_7_8414_1001,3,18
2015_7_8415_1001,3,18
2015_7_8417_1001,2,16
2015_7_8418_1001,4,17
2015_7_8420_1001,0,10
2015_7_8421_1001,3,4
2015_7_8422_1001,2,16
2015_7_8424_1001,1,19
2015_7_8425_1001,3,18
2015_7_8428_1001,2,16
2015_7_8429_1001,4,12
2015_7_843_1001,2,15
2015_7_8430_1001,4,13
2015_7_8431_1001,4,17
2015_7_8433_1001,3,6
2015_7_8434_1001,4,17
2015_7_8436_1001,2,7
2015_7_8438_1001,2,15
2015_7_8439_1001,4,9
2015_7_844_1001,4,17
2015_7_8440_1001,4,17
2015_7_8442_1001,1,19
2015_7_8445_1001,3,18
2015_7_8446_1001,4,17
2015_7_8447_1001,1,19
2015_7_8449_1001,4,17
2015_7_8452_1001,2,16
2015_7_8453_1001,1,19
2015_7_8455_1001,4,17
2015_7_8458_1001,4,9
2015_7_846_1001,0,14
2015_7_8460_1001,3,18
2015_7_8462_1001,4,12
2015_7_8463_1001,2,16
2015_7_8464_1001,3,18
2015_7_8465_1001,4,17
2015_7_8467_1001,4,13
2015_7_8468_1001,0,10
2015_7_8469_1001,4,9
2015_7_847_1001,2,15
2015_7_8470_1001,1,19
2015_7_8471_1001,4,17
2015_7_8473_1001,4,17
2015_7_8475_1001,3,6
2015_7_8477_1001,2,16
2015_7_8478_1001,4,17
2015_7_848_1001,3,11
2015_7_8481_1001,1,19
2015_7_8485_1001,3,18
2015_7_8489_1001,1,19
2015_7_849_1001,4,17
2015_7_8490_1001,1,19
2015_7_8492_1001,0,14
2015_7_8496_1001,0,10
2015_7_8498_1001,3,18
2015_7_8499_1001,4,9
2015_7_85_1001,4,17
2015_7_8500_1001,3,4
2015_7_8501_1001,1,19
2015_7_8503_1001,4,12
2015_7_8504_1001,4,17
2015_7_8506_1001,3,18
2015_7_8507_1001,3,18
2015_7_8508_1001,4,17
2015_7_851_1001,0,5
2015_7_8510_1001,3,11
2015_7_8511_1001,3,18
2015_7_8512_1001,1,19
2015_7_8514_1001,2,16
2015_7_8515_1001,1,19
2015_7_8516_1001,1,19
2015_7_8517_1001,2,16
2015_7_8518_1001,2,16
2015_7_852_1001,3,11
2015_7_8520_1001,1,19
2015_7_8521_1001,1,19
2015_7_8523_1001,1,19
2015_7_8529_1001,4,9
2015_7_853_1001,4,12
2015_7_8532_1001,3,4
2015_7_8533_1001,2,7
2015_7_8536_1001,2,16
2015_7_8538_1001,2,16
2015_7_8539_1001,0,5
2015_7_854_1001,1,19
2015_7_8541_1001,2,2
2015_7_8542_1001,4,17
2015_7_8544_1001,1,19
2015_7_8546_1001,1,19
2015_7_8547_1001,2,15
2015_7_8548_1001,4,17
2015_7_8549_1001,3,11
2015_7_8550_1001,2,16
2015_7_8551_1001,4,17
2015_7_8556_1001,1,8
2015_7_8557_1001,0,5
2015_7_8558_1001,3,18
2015_7_856_1001,3,4
2015_7_8560_1001,1,19
2015_7_8562_1001,3,18
2015_7_8563_1001,1,19
2015_7_8565_1001,4,17
2015_7_8566_1001,4,12
2015_7_8567_1001,1,19
2015_7_8568_1001,2,7
2015_7_8569_1001,1,19
2015_7_857_1001,4,17
2015_7_8570_1001,2,16
2015_7_8571_1001,2,15
2015_7_8573_1001,4,17
2015_7_8574_1001,2,15
2015_7_8575_1001,2,7
2015_7_8576_1001,0,14
2015_7_8577_1001,3,18
2015_7_8579_1001,4,13
2015_7_8580_1001,1,19
2015_7_8582_1001,2,15
2015_7_8583_1001,3,18
2015_7_8584_1001,3,11
2015_7_8585_1001,0,14
2015_7_8587_1001,4,17
2015_7_8589_1001,0,14
2015_7_859_1001,4,17
2015_7_8592_1001,4,17
2015_7_8594_1001,4,17
2015_7_8597_1001,3,6
2015_7_8598_1001,1,19
2015_7_86_1001,4,13
2015_7_8602_1001,4,13
2015_7_8604_1001,4,17
2015_7_8606_1001,1,19
2015_7_8608_1001,3,18
2015_7_861_1001,2,16
2015_7_8610_1001,3,18
2015_7_8611_1001,3,11
2015_7_8613_1001,2,16
2015_7_8615_1001,0,10
2015_7_8616_1001,2,16
2015_7_8619_1001,1,19
2015_7_862_1001,1,8
2015_7_8620_1001,2,16
2015_7_8622_1001,1,19
2015_7_8623_1001,2,16
2015_7_8624_1001,1,19
2015_7_8626_1001,4,17
2015_7_8627_1001,3,18
2015_7_8628_1001,4,12
2015_7_8629_1001,4,17
2015_7_8630_1001,3,18
2015_7_8632_1001,4,9
2015_7_8633_1001,2,16
2015_7_8634_1001,1,8
2015_7_8635_1001,0,10
2015_7_8636_1001,1,19
2015_7_8637_1001,2,16
2015_7_8638_1001,0,14
2015_7_8639_1001,0,14
2015_7_8640_1001,2,16
2015_7_8641_1001,2,15
2015_7_8642_1001,2,15
2015_7_8643_1001,1,8
2015_7_8645_1001,0,14
2015_7_8647_1001,4,9
2015_7_8649_1001,4,12
2015_7_865_1001,2,16
2015_7_8651_1001,2,16
2015_7_8652_1001,4,13
2015_7_8653_1001,0,14
2015_7_8654_1001,4,12
2015_7_8655_1001,2,16
2015_7_8657_1001,4,17
2015_7_866_1001,2,16
2015_7_8660_1001,2,16
2015_7_8662_1001,1,19
2015_7_8663_1001,2,16
2015_7_8664_1001,2,15
2015_7_8665_1001,4,17
2015_7_8666_1001,4,17
2015_7_8667_1001,4,12
2015_7_8668_1001,4,17
2015_7_867_1001,1,19
2015_7_8670_1001,4,17
2015_7_8673_1001,4,12
2015_7_8674_1001,2,15
2015_7_8675_1001,2,7
2015_7_8677_1001,1,19
2015_7_8679_1001,0,14
2015_7_868_1001,2,15
2015_7_8680_1001,2,15
2015_7_8681_1001,0,14
2015_7_8682_1001,4,17
2015_7_8684_1001,4,17
2015_7_8686_1001,4,12
2015_7_8687_1001,2,16
2015_7_8688_1001,4,17
2015_7_869_1001,3,18
2015_7_8690_1001,1,19
2015_7_8691_1001,3,18
2015_7_8695_1001,4,17
2015_7_8696_1001,1,19
2015_7_8697_1001,3,18
2015_7_8698_1001,3,18
2015_7_8699_1001,0,14
2015_7_87_1001,0,10
2015_7_870_1001,1,19
2015_7_8700_1001,1,19
2015_7_8701_1001,4,13
2015_7_8702_1001,2,15
2015_7_8703_1001,1,19
2015_7_8706_1001,0,14
2015_7_8707_1001,4,12
2015_7_8708_1001,2,16
2015_7_8709_1001,2,16
2015_7_871_1001,3,18
2015_7_8710_1001,3,18
2015_7_8711_1001,1,19
2015_7_8712_1001,3,18
2015_7_8714_1001,1,19
2015_7_8715_1001,1,19
2015_7_8716_1001,0,5
2015_7_8717_1001,1,19
2015_7_8719_1001,2,16
2015_7_872_1001,4,13
2015_7_8720_1001,4,12
2015_7_8721_1001,3,18
2015_7_8722_1001,4,17
2015_7_8724_1001,2,7
2015_7_8725_1001,4,13
2015_7_8726_1001,1,19
2015_7_8728_1001,2,16
2015_7_8729_1001,1,19
2015_7_8732_1001,3,18
2015_7_8733_1001,2,16
2015_7_8734_1001,4,9
2015_7_8736_1001,3,11
2015_7_8738_1001,4,9
2015_7_8739_1001,3,5
2015_7_874_1001,4,12
2015_7_8740_1001,2,16
2015_7_8741_1001,4,17
2015_7_8742_1001,1,19
2015_7_8743_1001,1,8
2015_7_8745_1001,3,18
2015_7_8746_1001,2,16
2015_7_8747_1001,3,18
2015_7_8748_1001,0,14
2015_7_8749_1001,4,13
2015_7_875_1001,2,15
2015_7_8751_1001,3,18
2015_7_8752_1001,2,16
2015_7_8753_1001,4,17
2015_7_8755_1001,4,13
2015_7_8756_1001,0,10
2015_7_8757_1001,4,17
2015_7_8758_1001,2,16
2015_7_8759_1001,4,17
2015_7_876_1001,4,17
2015_7_8760_1001,0,14
2015_7_8762_1001,1,19
2015_7_8763_1001,1,19
2015_7_8764_1001,1,19
2015_7_8765_1001,3,18
2015_7_8766_1001,0,10
2015_7_8767_1001,3,18
2015_7_8768_1001,4,13
2015_7_8769_1001,2,16
2015_7_877_1001,1,19
2015_7_8771_1001,1,19
2015_7_8772_1001,3,18
2015_7_8774_1001,1,19
2015_7_8776_1001,1,19
2015_7_878_1001,3,18
2015_7_8780_1001,0,14
2015_7_8782_1001,3,18
2015_7_8783_1001,1,19
2015_7_8784_1001,2,2
2015_7_8785_1001,1,19
2015_7_8787_1001,4,17
2015_7_8789_1001,3,18
2015_7_8790_1001,4,17
2015_7_8792_1001,1,19
2015_7_8793_1001,4,17
2015_7_8797_1001,2,16
2015_7_8798_1001,3,5
2015_7_8799_1001,4,13
2015_7_88_1001,3,18
2015_7_8800_1001,1,19
2015_7_8801_1001,3,18
2015_7_8803_1001,1,19
2015_7_8805_1001,1,19
2015_7_8807_1001,2,15
2015_7_8808_1001,0,10
2015_7_8809_1001,4,3
2015_7_881_1001,4,17
2015_7_8810_1001,2,16
2015_7_8811_1001,3,18
2015_7_8812_1001,1,19
2015_7_8813_1001,3,18
2015_7_8814_1001,4,17
2015_7_8815_1001,4,17
2015_7_8816_1001,3,18
2015_7_8817_1001,4,13
2015_7_8818_1001,1,19
2015_7_8819_1001,4,17
2015_7_882_1001,1,19
2015_7_8820_1001,3,18
2015_7_8821_1001,3,5
2015_7_8823_1001,3,4
2015_7_8824_1001,4,17
2015_7_8828_1001,1,19
2015_7_8830_1001,2,16
2015_7_8831_1001,3,18
2015_7_8832_1001,4,17
2015_7_8833_1001,2,16
2015_7_8834_1001,2,7
2015_7_8836_1001,4,17
2015_7_8837_1001,0,14
2015_7_8838_1001,1,19
2015_7_8839_1001,2,15
2015_7_884_1001,2,16
2015_7_8840_1001,2,15
2015_7_8842_1001,1,19
2015_7_8844_1001,4,9
2015_7_8846_1001,2,16
2015_7_8847_1001,1,19
2015_7_8849_1001,4,13
2015_7_8850_1001,3,18
2015_7_8851_1001,4,13
2015_7_8853_1001,2,15
2015_7_8856_1001,3,18
2015_7_8857_1001,4,17
2015_7_8859_1001,3,11
2015_7_886_1001,3,18
2015_7_8862_1001,3,18
2015_7_8865_1001,3,18
2015_7_8866_1001,4,9
2015_7_8867_1001,4,17
2015_7_8869_1001,3,18
2015_7_887_1001,3,6
2015_7_8871_1001,3,18
2015_7_8873_1001,4,17
2015_7_8874_1001,3,18
2015_7_8875_1001,4,12
2015_7_8876_1001,3,18
2015_7_8877_1001,0,14
2015_7_8878_1001,0,14
2015_7_8879_1001,4,17
2015_7_888_1001,4,9
2015_7_8881_1001,2,7
2015_7_8882_1001,1,19
2015_7_8883_1001,3,18
2015_7_8884_1001,3,18
2015_7_8885_1001,4,17
2015_7_8886_1001,4,17
2015_7_8888_1001,3,6
2015_7_889_1001,1,19
2015_7_8890_1001,1,19
2015_7_8895_1001,4,13
2015_7_8896_1001,3,18
2015_7_8898_1001,3,18
2015_7_8899_1001,4,17
2015_7_890_1001,4,17
2015_7_8901_1001,3,18
2015_7_8902_1001,4,17
2015_7_8904_1001,3,18
2015_7_8907_1001,4,17
2015_7_8908_1001,3,4
2015_7_891_1001,3,18
2015_7_8910_1001,4,17
2015_7_8911_1001,3,18
2015_7_8912_1001,1,19
2015_7_8915_1001,1,19
2015_7_8916_1001,4,13
2015_7_8918_1001,3,18
2015_7_8919_1001,3,18
2015_7_892_1001,4,17
2015_7_8920_1001,3,18
2015_7_8923_1001,1,19
2015_7_8924_1001,1,19
2015_7_8926_1001,2,16
2015_7_8928_1001,2,16
2015_7_8929_1001,1,19
2015_7_8931_1001,4,13
2015_7_8932_1001,3,18
2015_7_8933_1001,4,17
2015_7_8936_1001,2,16
2015_7_8937_1001,4,17
2015_7_8938_1001,2,16
2015_7_8939_1001,3,18
2015_7_8940_1001,1,19
2015_7_8941_1001,4,17
2015_7_8942_1001,3,18
2015_7_8945_1001,2,15
2015_7_8949_1001,0,10
2015_7_895_1001,4,17
2015_7_8951_1001,1,19
2015_7_8953_1001,2,16
2015_7_8956_1001,1,19
2015_7_8958_1001,1,19
2015_7_8960_1001,1,19
2015_7_8961_1001,1,19
2015_7_8963_1001,1,19
2015_7_8965_1001,3,11
2015_7_8967_1001,2,15
2015_7_8968_1001,4,17
2015_7_897_1001,2,16
2015_7_8970_1001,1,19
2015_7_8971_1001,0,10
2015_7_8972_1001,0,10
2015_7_8974_1001,4,17
2015_7_8975_1001,0,10
2015_7_8977_1001,0,10
2015_7_8979_1001,4,17
2015_7_898_1001,2,16
2015_7_8980_1001,0,14
2015_7_8982_1001,3,18
2015_7_8983_1001,1,19
2015_7_8985_1001,2,15
2015_7_8986_1001,2,15
2015_7_8987_1001,4,9
2015_7_8989_1001,1,8
2015_7_899_1001,3,18
2015_7_8990_1001,4,17
2015_7_8993_1001,2,16
2015_7_8994_1001,4,17
2015_7_8996_1001,3,18
2015_7_8997_1001,3,18
2015_7_8998_1001,2,16
2015_7_8999_1001,4,12
2015_7_90_1001,3,4
2015_7_900_1001,3,18
2015_7_9001_1001,3,18
2015_7_9002_1001,4,17
2015_7_9004_1001,4,17
2015_7_9005_1001,4,12
2015_7_9006_1001,2,16
2015_7_9007_1001,2,16
2015_7_9008_1001,1,19
2015_7_9009_1001,1,19
2015_7_9010_1001,1,19
2015_7_9012_1001,0,10
2015_7_9013_1001,4,17
2015_7_9014_1001,2,16
2015_7_9016_1001,0,10
2015_7_9017_1001,1,19
2015_7_9018_1001,2,15
2015_7_902_1001,4,9
2015_7_9020_1001,2,16
2015_7_9021_1001,3,18
2015_7_9022_1001,2,7
2015_7_9023_1001,2,2
2015_7_9025_1001,3,18
2015_7_9026_1001,2,7
2015_7_9028_1001,1,19
2015_7_9029_1001,4,17
2015_7_903_1001,3,18
2015_7_9030_1001,4,17
2015_7_9031_1001,0,10
2015_7_9033_1001,2,15
2015_7_9034_1001,4,17
2015_7_9036_1001,1,19
2015_7_904_1001,2,16
2015_7_9040_1001,2,16
2015_7_9041_1001,3,18
2015_7_9045_1001,2,2
2015_7_9046_1001,1,19
2015_7_9048_1001,2,16
2015_7_9049_1001,1,19
2015_7_905_1001,2,16
2015_7_9051_1001,0,10
2015_7_9053_1001,0,14
2015_7_9055_1001,2,16
2015_7_9056_1001,3,6
2015_7_9057_1001,0,10
2015_7_906_1001,1,19
2015_7_9060_1001,4,17
2015_7_9063_1001,3,18
2015_7_9064_1001,0,10
2015_7_9066_1001,2,15
2015_7_9067_1001,3,5
2015_7_9068_1001,1,19
2015_7_9070_1001,1,19
2015_7_9073_1001,4,17
2015_7_9075_1001,1,19
2015_7_9076_1001,4,17
2015_7_9077_1001,3,18
2015_7_9078_1001,4,17
2015_7_908_1001,4,13
2015_7_9080_1001,3,18
2015_7_9081_1001,2,7
2015_7_9082_1001,2,16
2015_7_9083_1001,1,19
2015_7_9084_1001,3,18
2015_7_9085_1001,2,16
2015_7_9086_1001,4,17
2015_7_9088_1001,0,14
2015_7_9089_1001,1,19
2015_7_909_1001,2,16
2015_7_9090_1001,0,10
2015_7_9091_1001,4,17
2015_7_9093_1001,1,19
2015_7_9094_1001,4,13
2015_7_9095_1001,2,16
2015_7_9097_1001,4,17
2015_7_9099_1001,2,16
2015_7_91_1001,2,16
2015_7_910_1001,1,8
2015_7_9100_1001,1,19
2015_7_9101_1001,3,18
2015_7_9102_1001,4,17
2015_7_9104_1001,2,15
2015_7_9106_1001,4,17
2015_7_9108_1001,2,16
2015_7_9109_1001,1,19
2015_7_9112_1001,3,18
2015_7_9113_1001,2,7
2015_7_9114_1001,4,17
2015_7_9115_1001,1,19
2015_7_9117_1001,3,18
2015_7_9118_1001,1,19
2015_7_9120_1001,0,14
2015_7_9122_1001,4,12
2015_7_9123_1001,1,19
2015_7_9124_1001,3,18
2015_7_9125_1001,4,17
2015_7_9128_1001,3,6
2015_7_9129_1001,3,18
2015_7_913_1001,4,17
2015_7_9130_1001,1,19
2015_7_9132_1001,2,15
2015_7_9133_1001,4,17
2015_7_9135_1001,2,16
2015_7_9136_1001,2,15
2015_7_9137_1001,2,16
2015_7_9138_1001,0,14
2015_7_9140_1001,2,15
2015_7_9141_1001,0,10
2015_7_9145_1001,2,16
2015_7_9146_1001,2,16
2015_7_9147_1001,4,12
2015_7_9148_1001,2,16
2015_7_9149_1001,4,17
2015_7_915_1001,4,17
2015_7_9151_1001,0,14
2015_7_9153_1001,2,16
2015_7_9154_1001,3,18
2015_7_9155_1001,2,16
2015_7_9156_1001,4,13
2015_7_9158_1001,1,19
2015_7_9159_1001,3,4
2015_7_9160_1001,2,7
2015_7_9161_1001,1,19
2015_7_9162_1001,0,14
2015_7_9163_1001,4,17
2015_7_9164_1001,2,16
2015_7_9165_1001,2,16
2015_7_9166_1001,4,17
2015_7_9167_1001,3,18
2015_7_9168_1001,2,16
2015_7_9169_1001,1,19
2015_7_917_1001,4,17
2015_7_9170_1001,2,16
2015_7_9171_1001,0,14
2015_7_9172_1001,2,15
2015_7_9173_1001,0,10
2015_7_9174_1001,4,17
2015_7_9176_1001,2,7
2015_7_9177_1001,2,2
2015_7_9178_1001,4,17
2015_7_9179_1001,4,3
2015_7_918_1001,2,16
2015_7_9181_1001,4,13
2015_7_9182_1001,4,17
2015_7_9183_1001,0,14
2015_7_9184_1001,2,16
2015_7_9185_1001,3,11
2015_7_9186_1001,2,16
2015_7_9188_1001,2,15
2015_7_9189_1001,3,18
2015_7_919_1001,3,18
2015_7_9190_1001,3,18
2015_7_9191_1001,1,19
2015_7_9193_1001,2,15
2015_7_9194_1001,2,7
2015_7_9195_1001,4,13
2015_7_9196_1001,0,5
2015_7_9197_1001,4,12
2015_7_9198_1001,2,16
2015_7_9199_1001,4,17
2015_7_920_1001,4,12
2015_7_9200_1001,4,17
2015_7_9201_1001,1,19
2015_7_9202_1001,4,17
2015_7_9203_1001,0,10
2015_7_9204_1001,4,17
2015_7_9206_1001,4,17
2015_7_9207_1001,2,16
2015_7_9208_1001,3,18
2015_7_9209_1001,2,16
2015_7_9210_1001,4,17
2015_7_9211_1001,4,17
2015_7_9212_1001,2,15
2015_7_9213_1001,2,16
2015_7_9214_1001,4,17
2015_7_9217_1001,0,5
2015_7_9219_1001,4,13
2015_7_922_1001,4,17
2015_7_9222_1001,2,16
2015_7_9223_1001,2,16
2015_7_9224_1001,2,16
2015_7_9226_1001,0,5
2015_7_9227_1001,2,16
2015_7_9228_1001,0,14
2015_7_9229_1001,2,16
2015_7_9231_1001,3,6
2015_7_9232_1001,1,19
2015_7_9233_1001,4,17
2015_7_9234_1001,3,11
2015_7_9235_1001,4,17
2015_7_9237_1001,4,17
2015_7_9238_1001,4,17
2015_7_9239_1001,1,19
2015_7_924_1001,1,8
2015_7_9241_1001,3,6
2015_7_9242_1001,4,17
2015_7_9243_1001,4,17
2015_7_9245_1001,1,8
2015_7_9246_1001,1,19
2015_7_9249_1001,2,16
2015_7_925_1001,0,10
2015_7_9250_1001,0,14
2015_7_9252_1001,3,18
2015_7_9255_1001,0,14
2015_7_9257_1001,4,17
2015_7_9259_1001,4,17
2015_7_926_1001,4,17
2015_7_9260_1001,3,18
2015_7_9261_1001,1,19
2015_7_9263_1001,2,16
2015_7_9265_1001,4,17
2015_7_9266_1001,4,17
2015_7_9267_1001,0,10
2015_7_9268_1001,3,18
2015_7_9269_1001,1,19
2015_7_9272_1001,1,19
2015_7_9273_1001,4,9
2015_7_9275_1001,4,9
2015_7_9276_1001,3,18
2015_7_9277_1001,2,15
2015_7_9278_1001,1,19
2015_7_9279_1001,4,17
2015_7_928_1001,2,15
2015_7_9281_1001,2,7
2015_7_9282_1001,4,12
2015_7_9284_1001,2,16
2015_7_9285_1001,4,17
2015_7_9287_1001,1,19
2015_7_9288_1001,3,18
2015_7_9289_1001,3,18
2015_7_929_1001,0,14
2015_7_9290_1001,2,16
2015_7_9291_1001,1,19
2015_7_9293_1001,2,16
2015_7_9294_1001,3,18
2015_7_9295_1001,4,17
2015_7_9296_1001,3,18
2015_7_9297_1001,3,18
2015_7_9298_1001,3,18
2015_7_9299_1001,3,18
2015_7_93_1001,0,14
2015_7_930_1001,0,14
2015_7_9300_1001,0,14
2015_7_9301_1001,0,14
2015_7_9302_1001,4,17
2015_7_9303_1001,2,16
2015_7_9304_1001,1,19
2015_7_9305_1001,1,19
2015_7_9307_1001,4,17
2015_7_9308_1001,2,16
2015_7_9309_1001,4,17
2015_7_931_1001,4,12
2015_7_9311_1001,4,12
2015_7_9314_1001,1,19
2015_7_9315_1001,2,16
2015_7_9316_1001,2,16
2015_7_9317_1001,2,16
2015_7_9318_1001,4,17
2015_7_9319_1001,4,17
2015_7_9321_1001,0,10
2015_7_9322_1001,0,10
2015_7_9324_1001,3,18
2015_7_9325_1001,4,17
2015_7_9327_1001,0,10
2015_7_9328_1001,3,18
2015_7_933_1001,2,15
2015_7_9330_1001,3,18
2015_7_9331_1001,3,18
2015_7_9332_1001,3,18
2015_7_9334_1001,1,19
2015_7_9335_1001,4,17
2015_7_9336_1001,3,6
2015_7_9337_1001,1,19
2015_7_9338_1001,4,9
2015_7_9339_1001,0,5
2015_7_934_1001,1,19
2015_7_9340_1001,1,8
2015_7_9342_1001,3,5
2015_7_9343_1001,1,8
2015_7_9344_1001,4,17
2015_7_9345_1001,3,18
2015_7_9346_1001,4,17
2015_7_9348_1001,3,18
2015_7_9349_1001,1,19
2015_7_935_1001,4,17
2015_7_9351_1001,3,11
2015_7_9352_1001,1,19
2015_7_9354_1001,1,19
2015_7_9356_1001,2,16
2015_7_9357_1001,4,17
2015_7_9359_1001,3,11
2015_7_936_1001,4,17
2015_7_9360_1001,4,17
2015_7_9362_1001,3,18
2015_7_9363_1001,2,15
2015_7_9364_1001,4,17
2015_7_9366_1001,3,18
2015_7_9367_1001,4,17
2015_7_9369_1001,2,7
2015_7_937_1001,2,15
2015_7_9370_1001,4,17
2015_7_9372_1001,4,9
2015_7_9373_1001,2,15
2015_7_9376_1001,2,16
2015_7_9378_1001,1,19
2015_7_9379_1001,2,16
2015_7_938_1001,1,19
2015_7_9380_1001,0,10
2015_7_9381_1001,4,17
2015_7_9382_1001,4,13
2015_7_9383_1001,1,19
2015_7_9385_1001,4,17
2015_7_9387_1001,4,17
2015_7_9388_1001,0,14
2015_7_9390_1001,4,17
2015_7_9392_1001,1,19
2015_7_9393_1001,3,18
2015_7_9396_1001,4,13
2015_7_9398_1001,1,19
2015_7_940_1001,4,17
2015_7_9400_1001,3,18
2015_7_9402_1001,4,17
2015_7_9404_1001,2,16
2015_7_9405_1001,1,19
2015_7_9406_1001,4,17
2015_7_9407_1001,2,7
2015_7_9409_1001,1,19
2015_7_9410_1001,2,15
2015_7_9411_1001,3,18
2015_7_9412_1001,2,7
2015_7_9413_1001,2,7
2015_7_9414_1001,4,9
2015_7_9415_1001,2,15
2015_7_9417_1001,3,11
2015_7_9418_1001,3,18
2015_7_9419_1001,4,17
2015_7_942_1001,3,11
2015_7_9420_1001,4,17
2015_7_9421_1001,1,19
2015_7_9422_1001,1,19
2015_7_9424_1001,4,17
2015_7_9425_1001,3,18
2015_7_9427_1001,0,10
2015_7_9429_1001,4,9
2015_7_943_1001,3,11
2015_7_9430_1001,3,18
2015_7_9431_1001,4,17
2015_7_9432_1001,4,17
2015_7_9433_1001,4,17
2015_7_9435_1001,0,10
2015_7_9436_1001,1,19
2015_7_9438_1001,2,15
2015_7_9439_1001,4,13
2015_7_944_1001,4,13
2015_7_9440_1001,3,18
2015_7_9441_1001,1,19
2015_7_9442_1001,1,19
2015_7_9443_1001,3,18
2015_7_9444_1001,1,19
2015_7_9445_1001,1,19
2015_7_9447_1001,2,16
2015_7_9448_1001,1,19
2015_7_945_1001,2,16
2015_7_9450_1001,2,16
2015_7_9452_1001,2,7
2015_7_9454_1001,3,18
2015_7_9455_1001,2,16
2015_7_9456_1001,4,17
2015_7_9457_1001,2,15
2015_7_9458_1001,1,19
2015_7_946_1001,1,19
2015_7_9460_1001,2,16
2015_7_9461_1001,4,13
2015_7_9464_1001,4,9
2015_7_9465_1001,3,18
2015_7_9466_1001,2,15
2015_7_9467_1001,4,17
2015_7_9469_1001,3,18
2015_7_947_1001,3,11
2015_7_9470_1001,4,17
2015_7_9471_1001,3,18
2015_7_9472_1001,3,18
2015_7_9473_1001,2,7
2015_7_9474_1001,4,17
2015_7_9476_1001,2,15
2015_7_9477_1001,3,18
2015_7_9478_1001,4,17
2015_7_948_1001,1,19
2015_7_9481_1001,3,18
2015_7_9482_1001,1,19
2015_7_9484_1001,1,19
2015_7_9486_1001,2,16
2015_7_9487_1001,4,9
2015_7_9488_1001,2,15
2015_7_949_1001,2,16
2015_7_9490_1001,4,17
2015_7_9492_1001,3,18
2015_7_9493_1001,4,17
2015_7_9495_1001,3,18
2015_7_9496_1001,2,16
2015_7_9497_1001,1,19
2015_7_9499_1001,3,18
2015_7_95_1001,0,10
2015_7_950_1001,2,16
2015_7_9500_1001,2,7
2015_7_9501_1001,4,17
2015_7_9502_1001,1,19
2015_7_9504_1001,1,19
2015_7_9505_1001,1,19
2015_7_9506_1001,3,18
2015_7_9507_1001,3,18
2015_7_9508_1001,1,19
2015_7_9510_1001,0,14
2015_7_9513_1001,3,18
2015_7_9514_1001,4,17
2015_7_9516_1001,0,14
2015_7_9517_1001,4,17
2015_7_9519_1001,2,15
2015_7_952_1001,4,17
2015_7_9521_1001,4,17
2015_7_9522_1001,3,18
2015_7_9524_1001,3,18
2015_7_9528_1001,3,18
2015_7_9529_1001,3,18
2015_7_9530_1001,3,11
2015_7_9532_1001,2,16
2015_7_9534_1001,2,16
2015_7_9535_1001,3,18
2015_7_9537_1001,4,17
2015_7_9538_1001,1,19
2015_7_954_1001,4,17
2015_7_9540_1001,2,16
2015_7_9541_1001,2,16
2015_7_9542_1001,2,16
2015_7_9543_1001,4,17
2015_7_9545_1001,4,17
2015_7_9546_1001,2,15
2015_7_9549_1001,3,5
2015_7_955_1001,4,9
2015_7_9550_1001,4,12
2015_7_9551_1001,3,11
2015_7_9552_1001,3,18
2015_7_9553_1001,2,15
2015_7_9554_1001,2,15
2015_7_9555_1001,1,19
2015_7_9556_1001,3,6
2015_7_9557_1001,1,19
2015_7_9558_1001,2,15
2015_7_9559_1001,3,4
2015_7_956_1001,4,17
2015_7_9560_1001,3,18
2015_7_9561_1001,4,13
2015_7_9563_1001,2,16
2015_7_9564_1001,3,18
2015_7_9566_1001,1,19
2015_7_9567_1001,0,14
2015_7_9569_1001,4,13
2015_7_9570_1001,4,17
2015_7_9572_1001,2,7
2015_7_9573_1001,4,17
2015_7_9574_1001,3,11
2015_7_9575_1001,4,17
2015_7_9576_1001,4,12
2015_7_9577_1001,1,19
2015_7_9578_1001,4,17
2015_7_9579_1001,1,19
2015_7_9580_1001,3,18
2015_7_9581_1001,3,11
2015_7_9582_1001,1,19
2015_7_9583_1001,2,15
2015_7_9584_1001,3,18
2015_7_9585_1001,4,13
2015_7_9586_1001,4,13
2015_7_9587_1001,1,19
2015_7_9589_1001,1,19
2015_7_959_1001,2,15
2015_7_9591_1001,4,17
2015_7_9593_1001,4,17
2015_7_9595_1001,2,16
2015_7_9596_1001,4,17
2015_7_9597_1001,2,16
2015_7_9598_1001,4,17
2015_7_96_1001,4,17
2015_7_960_1001,1,19
2015_7_9600_1001,4,17
2015_7_9602_1001,2,16
2015_7_9605_1001,4,17
2015_7_9607_1001,2,15
2015_7_9609_1001,1,19
2015_7_961_1001,2,15
2015_7_9612_1001,4,17
2015_7_9613_1001,2,15
2015_7_9614_1001,1,19
2015_7_9616_1001,1,19
2015_7_9618_1001,4,13
2015_7_962_1001,1,19
2015_7_9621_1001,2,16
2015_7_9622_1001,2,15
2015_7_9624_1001,3,18
2015_7_9625_1001,2,16
2015_7_9626_1001,2,15
2015_7_9627_1001,1,19
2015_7_9629_1001,3,18
2015_7_9630_1001,4,13
